path,artist,style,genre,style_id,genre_id
77184.jpg,Georges Braque,Expressionism,still life,30,34
15844.jpg,James Tissot,Symbolism,religious painting,110,30
55168.jpg,John Bratby,Expressionism,portrait,30,27
28655.jpg,Jean-Honore Fragonard,Rococo,mythological painting,99,23
79205.jpg,John Bratby,Expressionism,cityscape,30,10
66959.jpg,Istvan Farkas,Expressionism,landscape,30,19
18114.jpg,Fernand Leger,Purism,abstract,96,0
35388.jpg,George Bellows,American Realism,genre painting,4,15
47584.jpg,Diego Velazquez,Baroque,religious painting,12,30
81782.jpg,Alfred Wallis,Naïve Art (Primitivism),marina,64,21
21707.jpg,Georg Pauli,Impressionism,genre painting,41,15
15079.jpg,Erte,Art Deco,design,8,12
91717.jpg,John Singer Sargent,Impressionism,landscape,41,19
51586.jpg,Erte,Art Deco,symbolic painting,8,35
82760.jpg,Albert Bierstadt,Luminism,genre painting,51,15
30295.jpg,Henri-Edmond Cross,Pointillism,landscape,87,19
44764.jpg,Egon Schiele,Impressionism,marina,41,21
38612.jpg,Andrea Mantegna,Early Renaissance,religious painting,28,30
7958.jpg,Orest Kiprensky,Romanticism,portrait,101,27
91492.jpg,Arshile Gorky,Post-Impressionism,portrait,89,27
5188.jpg,Pablo Picasso,Surrealism,genre painting,109,15
100640.jpg,Maurice Prendergast,Post-Impressionism,genre painting,89,15
26979.jpg,Edgar Degas,Impressionism,nude painting (nu),41,24
20642.jpg,Lilla Cabot Perry,Impressionism,portrait,41,27
80257.jpg,Maxfield Parrish,Romanticism,landscape,101,19
21356.jpg,Titian,Mannerism (Late Renaissance),religious painting,54,30
12851.jpg,Lorser Feitelson,Color Field Painting,abstract,17,0
76421.jpg,Amadeo de Souza-Cardoso,Expressionism,portrait,30,27
90802.jpg,Vasily Vereshchagin,Realism,portrait,97,27
3519.jpg,Ohara Koson,Shin-hanga,bird-and-flower painting,103,6
35023.jpg,Rolf Amstrong,Poster Art Realism,sketch and study,92,33
18340.jpg,Maurice Esteve,Art Informel,abstract,9,0
59958.jpg,Polychronis Lembesis,Romanticism,genre painting,101,15
4996.jpg,Rosalba Carriera,Rococo,portrait,99,27
103121.jpg,Federico Zandomeneghi,Impressionism,genre painting,41,15
3193.jpg,Albrecht Durer,Northern Renaissance,religious painting,79,30
58996.jpg,Cuno Amiet,Post-Impressionism,landscape,89,19
83620.jpg,Laura Knight,Impressionism,genre painting,41,15
5598.jpg,Willard Metcalf,Impressionism,landscape,41,19
48029.jpg,Gunther Gerzso,Surrealism,figurative,109,13
35577.jpg,Giotto,Proto Renaissance,religious painting,95,30
85751.jpg,Gustave Dore,Romanticism,illustration,101,17
1504.jpg,Vasily Vereshchagin,Realism,genre painting,97,15
57277.jpg,Elaine de Kooning,Abstract Expressionism,animal painting,1,3
24400.jpg,Kitagawa Utamaro,Ukiyo-e,genre painting,121,15
41533.jpg,Marcel Duchamp,Expressionism,nude painting (nu),30,24
57349.jpg,William Shayer,Romanticism,genre painting,101,15
47443.jpg,Camille Corot,Realism,landscape,97,19
15332.jpg,Constant Troyon,Realism,animal painting,97,3
43358.jpg,Maurice Quentin de La Tour,Rococo,portrait,99,27
67883.jpg,Henri Martin,Pointillism,landscape,87,19
11112.jpg,Boris Kustodiev,Realism,sketch and study,97,33
94703.jpg,Asger Jorn,Art Informel,figurative,9,13
23664.jpg,Frantisek Kupka,Expressionism,symbolic painting,30,35
72049.jpg,Vasily Perov,Realism,portrait,97,27
33928.jpg,Georges Braque,Synthetic Cubism,still life,112,34
92567.jpg,Boris Kustodiev,Art Nouveau (Modern),portrait,10,27
70009.jpg,David Teniers the Younger,Baroque,landscape,12,19
41509.jpg,James Ward ,Romanticism,animal painting,101,3
95778.jpg,John Riley,Baroque,portrait,12,27
21527.jpg,Mira Schendel,Neo-Concretism,abstract,66,0
64718.jpg,Vasily Vereshchagin,Realism,genre painting,97,15
54636.jpg,Frederick McCubbin,Impressionism,genre painting,41,15
8540.jpg,Thomas Lawrence,Romanticism,portrait,101,27
69367.jpg,Duccio,Proto Renaissance,religious painting,95,30
99607.jpg,Eugeniusz Żak,Post-Impressionism,portrait,89,27
21417.jpg,David Burliuk,Post-Impressionism,landscape,89,19
101866.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,portrait,89,27
67232.jpg,Amadeo de Souza-Cardoso,Cubism,genre painting,23,15
25654.jpg,James Ensor,Naïve Art (Primitivism),genre painting,64,15
16143.jpg,Theodor Pallady,Impressionism,still life,41,34
66070.jpg,Thomas Lawrence,Romanticism,portrait,101,27
20681.jpg,Vasily Surikov,Academicism,nude painting (nu),2,24
54920.jpg,Taro Yamamoto,Abstract Expressionism,abstract,1,0
44142.jpg,Arnold Böcklin,Symbolism,landscape,110,19
5064.jpg,Paolo Uccello,Early Renaissance,religious painting,28,30
1970.jpg,Giorgio Cavallon,Abstract Expressionism,figurative,1,13
22767.jpg,Robert Spencer,Impressionism,cityscape,41,10
32820.jpg,Jacek Malczewski,Art Nouveau (Modern),mythological painting,10,23
38384.jpg,Gustave Dore,Romanticism,religious painting,101,30
11040.jpg,Hubert Robert,Rococo,landscape,99,19
102447.jpg,Theodoor van Thulden,Baroque,allegorical painting,12,2
86441.jpg,Alexander Ivanov,Academicism,religious painting,2,30
51428.jpg,George Lambert,Rococo,history painting,99,16
76494.jpg,Shitao,Ink and wash painting,landscape,43,19
24140.jpg,Victor Pasmore,Abstract Art,abstract,0,0
46082.jpg,Georges Papazoff,Surrealism,figurative,109,13
64066.jpg,Alfred Sisley,Impressionism,cityscape,41,10
42526.jpg,Jacopo Bassano,Mannerism (Late Renaissance),religious painting,54,30
44265.jpg,Ohara Koson,Shin-hanga,bird-and-flower painting,103,6
97629.jpg,Andre Derain,Cubism,still life,23,34
38532.jpg,Raoul Ubac,Abstract Expressionism,abstract,1,0
22153.jpg,Mabuse,Northern Renaissance,portrait,79,27
73990.jpg,Cy Twombly,Abstract Expressionism,abstract,1,0
29339.jpg,Jacopo Bellini,Early Renaissance,religious painting,28,30
93829.jpg,William Merritt Chase,Impressionism,landscape,41,19
41578.jpg,Pierre-Paul Prud'hon,Neoclassicism,nude painting (nu),73,24
17571.jpg,Pieter Claesz,Baroque,still life,12,34
2493.jpg,Leon Arthur Tutundjian,Concretism,abstract,19,0
81112.jpg,Maurice Utrillo,Post-Impressionism,cityscape,89,10
98163.jpg,Varlin,Expressionism,still life,30,34
17247.jpg,David Burliuk,Naïve Art (Primitivism),genre painting,64,15
1764.jpg,Edwin Lord Weeks,Orientalism,genre painting,82,15
91239.jpg,Peter Paul Rubens,Baroque,religious painting,12,30
44085.jpg,Pierre Tal-Coat,Art Informel,abstract,9,0
97306.jpg,Francisco Goya,Romanticism,allegorical painting,101,2
27427.jpg,Viktor Vasnetsov,Romanticism,history painting,101,16
49469.jpg,Rene Magritte,Surrealism,symbolic painting,109,35
22330.jpg,Giovanni Battista Piranesi,Neoclassicism,mythological painting,73,23
30874.jpg,Albrecht Durer,Northern Renaissance,sketch and study,79,33
64713.jpg,Bart van der Leck,Neoplasticism,abstract,74,0
7159.jpg,Bradley Walker Tomlin,Abstract Expressionism,abstract,1,0
102221.jpg,Antoine Blanchard,Impressionism,cityscape,41,10
15451.jpg,Erte,Art Deco,design,8,12
10587.jpg,Gustave Dore,Romanticism,illustration,101,17
86484.jpg,Nicolae Vermont,Realism,landscape,97,19
7647.jpg,Ethel Carrick,Impressionism,genre painting,41,15
44940.jpg,Aladar Korosfoi-Kriesch,Art Nouveau (Modern),allegorical painting,10,2
6270.jpg,Theo van Doesburg,Neoplasticism,abstract,74,0
56556.jpg,Willard Metcalf,Impressionism,landscape,41,19
101793.jpg,Agnolo Bronzino,Mannerism (Late Renaissance),portrait,54,27
6079.jpg,Nicolaes Maes,Baroque,genre painting,12,15
8591.jpg,Joseph Wright,Romanticism,landscape,101,19
80483.jpg,Howard Finster,Art Brut,portrait,7,27
21038.jpg,George Lambert,Rococo,landscape,99,19
83735.jpg,Boris Kustodiev,Realism,landscape,97,19
71928.jpg,Henry Ossawa Tanner,Realism,landscape,97,19
66650.jpg,Ferdynand Ruszczyc,Impressionism,landscape,41,19
48391.jpg,Francesco Guardi,Baroque,veduta,12,38
96040.jpg,Felix Vallotton ,Art Nouveau (Modern),genre painting,10,15
87375.jpg,Nicholas Roerich,Symbolism,landscape,110,19
71724.jpg,Pierre Puvis de Chavannes,Symbolism,genre painting,110,15
92591.jpg,Eyvind Earle,Magic Realism,landscape,53,19
74735.jpg,Ivan Generalic,Naïve Art (Primitivism),animal painting,64,3
38556.jpg,Pyotr Konchalovsky,Expressionism,genre painting,30,15
90420.jpg,Julius Bissier,Art Informel,abstract,9,0
84639.jpg,Vajda Lajos,Surrealism,figurative,109,13
96158.jpg,Tintoretto,Mannerism (Late Renaissance),religious painting,54,30
4325.jpg,Andre Derain,Expressionism,genre painting,30,15
68802.jpg,Andrei Rublev,Byzantine,religious painting,14,30
99650.jpg,Alfred Stevens,Romanticism,genre painting,101,15
33209.jpg,Isaac Levitan,Realism,landscape,97,19
18954.jpg,Leonardo da Vinci,High Renaissance,landscape,39,19
58033.jpg,Diego Velazquez,Baroque,genre painting,12,15
8680.jpg,Gwen John,Post-Impressionism,self-portrait,89,31
71525.jpg,Jules Perahim,Surrealism,figurative,109,13
48958.jpg,Jean Dubuffet,Tachisme,abstract,115,0
74212.jpg,Vittore Carpaccio,High Renaissance,religious painting,39,30
4447.jpg,Georges de la Tour,Tenebrism,religious painting,116,30
75298.jpg,Omer Uluc,Art Informel,advertisement,9,1
29307.jpg,Mikalojus Ciurlionis,Symbolism,landscape,110,19
22313.jpg,Erte,Art Deco,design,8,12
102714.jpg,Piero della Francesca,Early Renaissance,portrait,28,27
35641.jpg,Giovanni Bellini,High Renaissance,portrait,39,27
15082.jpg,Alekos Kontopoulos ,Cubism,mythological painting,23,23
74608.jpg,Raphael,High Renaissance,religious painting,39,30
41966.jpg,Paolo Uccello,Early Renaissance,religious painting,28,30
19557.jpg,Philip Wilson Steer,Impressionism,nude painting (nu),41,24
48224.jpg,Carlos Saenz de Tejada,Expressionism,sketch and study,30,33
99148.jpg,Pyotr Konchalovsky,Realism,portrait,97,27
97923.jpg,Alvaro Lapa,Abstract Expressionism,abstract,1,0
97056.jpg,Vincent van Gogh,Cloisonnism,genre painting,16,15
34040.jpg,John Everett Millais,Romanticism,genre painting,101,15
53513.jpg,Pierre-Auguste Renoir,Impressionism,genre painting,41,15
23955.jpg,Louis Wain,Art Nouveau (Modern),animal painting,10,3
17330.jpg,Pierre Bonnard,Intimism,nude painting (nu),45,24
21900.jpg,Lovis Corinth,Impressionism,nude painting (nu),41,24
9222.jpg,James Tissot,Realism,caricature,97,9
79809.jpg,Giovanni Battista Piranesi,Neoclassicism,religious painting,73,30
9365.jpg,Eva Gonzales,Impressionism,genre painting,41,15
76356.jpg,Perle Fine,Abstract Art,abstract,0,0
7760.jpg,Norman Rockwell,Regionalism,genre painting,98,15
30141.jpg,Ferdinand Hodler,Post-Impressionism,landscape,89,19
33241.jpg,Maurice Prendergast,Impressionism,cityscape,41,10
52777.jpg,William James Glackens,Impressionism,landscape,41,19
101794.jpg,Hans Holbein the Younger,Northern Renaissance,portrait,79,27
67051.jpg,Theodore Rousseau,Realism,sketch and study,97,33
73767.jpg,William Congdon,Abstract Expressionism,abstract,1,0
66847.jpg,Zdislav Beksinski,Surrealism,symbolic painting,109,35
80646.jpg,William Hamilton,Neoclassicism,portrait,73,27
77965.jpg,Charles M. Russell,Romanticism,genre painting,101,15
41429.jpg,Ivan Bilibin,Art Nouveau (Modern),poster,10,28
85676.jpg,Marc Chagall,Surrealism,religious painting,109,30
39830.jpg,Basuki Abdullah,Realism,portrait,97,27
56110.jpg,Adam Baltatu,Impressionism,still life,41,34
11844.jpg,Max Liebermann,Impressionism,genre painting,41,15
26566.jpg,Eugene Delacroix,Orientalism,sketch and study,82,33
31166.jpg,David Kakabadze,Cubism,figurative,23,13
46968.jpg,Marcel Duchamp,Post-Impressionism,nude painting (nu),89,24
100431.jpg,Friedel Dzubas,Lyrical Abstraction,abstract,52,0
9111.jpg,Taras Shevchenko,Romanticism,landscape,101,19
83318.jpg,Franz Stuck,Symbolism,allegorical painting,110,2
40865.jpg,Hans Holbein the Younger,Northern Renaissance,religious painting,79,30
93522.jpg,Niko Pirosmani,Naïve Art (Primitivism),portrait,64,27
80241.jpg,John Atkinson Grimshaw,Romanticism,marina,101,21
53661.jpg,Hans Hinterreiter,Op Art,tessellation,81,36
58975.jpg,Jules Perahim,Surrealism,figurative,109,13
96788.jpg,Zinaida Serebriakova,Expressionism,portrait,30,27
49800.jpg,Nicolae Vermont,Realism,self-portrait,97,31
90985.jpg,Giovanni Boldini,Impressionism,flower painting,41,14
72458.jpg,Henri Fantin-Latour,Realism,flower painting,97,14
78441.jpg,Toyota Hokkei,Ukiyo-e,still life,121,34
83445.jpg,Kurt Schwitters,Dada,figurative,26,13
12566.jpg,Ivan Shishkin,Realism,landscape,97,19
15965.jpg,Pierre-Auguste Renoir,Impressionism,sketch and study,41,33
4227.jpg,Ilya Mashkov,Post-Impressionism,still life,89,34
36943.jpg,Varlin,Expressionism,portrait,30,27
9171.jpg,Hedda Sterne,Surrealism,abstract,109,0
79311.jpg,Volodymyr Orlovsky,Realism,landscape,97,19
74802.jpg,Kay Nielsen,Art Nouveau (Modern),illustration,10,17
42664.jpg,Helene Schjerfbeck,Expressionism,portrait,30,27
91111.jpg,Jacques-Louis David,Neoclassicism,mythological painting,73,23
100374.jpg,Erte,Art Deco,symbolic painting,8,35
61533.jpg,Giovanni Boldini,Realism,cityscape,97,10
1625.jpg,Ohara Koson,Shin-hanga,bird-and-flower painting,103,6
22258.jpg,Thomas Cole,Romanticism,landscape,101,19
3940.jpg,Jean-Michel Basquiat,Neo-Expressionism,abstract,68,0
27167.jpg,Eugene Delacroix,Romanticism,history painting,101,16
87345.jpg,Laszlo Moholy-Nagy,Constructivism,abstract,20,0
72000.jpg,Alexander Ivanov,Academicism,religious painting,2,30
6854.jpg,Camille Pissarro,Impressionism,landscape,41,19
55969.jpg,Tamara de Lempicka,Art Deco,portrait,8,27
67824.jpg,Giovanni Battista Piranesi,Neoclassicism,cityscape,73,10
48857.jpg,Theophile Steinlen,Realism,animal painting,97,3
101510.jpg,Laszlo Moholy-Nagy,Constructivism,abstract,20,0
96675.jpg,Louis Comfort Tiffany,Post-Impressionism,genre painting,89,15
7167.jpg,Henri-Edmond Cross,Post-Impressionism,cityscape,89,10
20585.jpg,Samuel Peploe,Post-Impressionism,still life,89,34
49118.jpg,Cima da Conegliano,High Renaissance,religious painting,39,30
32447.jpg,Giovanni Battista Piranesi,Neoclassicism,sketch and study,73,33
14336.jpg,Luis Paret y Alcazar,Rococo,genre painting,99,15
102930.jpg,John James Audubon,Naturalism,illustration,63,17
68281.jpg,Charles M. Russell,Romanticism,genre painting,101,15
45424.jpg,Louis Wain,Art Nouveau (Modern),illustration,10,17
65579.jpg,John Constable,Romanticism,marina,101,21
12463.jpg,Yves Klein,Nouveau Réalisme,abstract,80,0
80260.jpg,Isaac Levitan,Realism,landscape,97,19
26262.jpg,Paul Cezanne,Post-Impressionism,sketch and study,89,33
47350.jpg,Henryk Siemiradzki,Academicism,mythological painting,2,23
86079.jpg,Rafael Zabaleta,Expressionism,sketch and study,30,33
61095.jpg,Edvard Munch,Expressionism,landscape,30,19
75025.jpg,Claude Monet,Impressionism,genre painting,41,15
75699.jpg,Henri de Toulouse-Lautrec,Post-Impressionism,portrait,89,27
19222.jpg,Wilhelm Kotarbinski,Art Nouveau (Modern),genre painting,10,15
82747.jpg,Edouard Vuillard,Post-Impressionism,still life,89,34
18833.jpg,David Cox,Romanticism,landscape,101,19
98704.jpg,Martiros Saryan,Expressionism,flower painting,30,14
74413.jpg,Karl Bryullov,Romanticism,portrait,101,27
13906.jpg,Ferdinand Hodler,Art Nouveau (Modern),symbolic painting,10,35
5964.jpg,Gustave Loiseau,Post-Impressionism,landscape,89,19
23158.jpg,Bartolome Esteban Murillo,Baroque,religious painting,12,30
33055.jpg,Caspar David Friedrich,Romanticism,landscape,101,19
72537.jpg,Adriaen van Ostade,Baroque,portrait,12,27
40245.jpg,Jean Metzinger,Divisionism,landscape,27,19
94493.jpg,John Henry Twachtman,Impressionism,marina,41,21
93883.jpg,Jiro Yoshihara,Tachisme,abstract,115,0
23450.jpg,Ilya Repin,Realism,portrait,97,27
27211.jpg,Walter Sickert,Impressionism,genre painting,41,15
60181.jpg,Francisco Goya,Romanticism,genre painting,101,15
93073.jpg,Odilon Redon,Symbolism,portrait,110,27
13043.jpg,Ivan Shishkin,Realism,landscape,97,19
53105.jpg,Lorenzo Lotto,High Renaissance,religious painting,39,30
95723.jpg,Xu Beihong,Post-Impressionism,portrait,89,27
56450.jpg,Max Ernst,Surrealism,illustration,109,17
75364.jpg,Max Bill,Concretism,abstract,19,0
59681.jpg,George Morland,Rococo,genre painting,99,15
37093.jpg,Louis Comfort Tiffany,Art Nouveau (Modern),design,10,12
46678.jpg,Gerard Sekoto,Social Realism,portrait,104,27
46018.jpg,Caspar David Friedrich,Romanticism,landscape,101,19
31195.jpg,Thomas Hill,Romanticism,landscape,101,19
95943.jpg,Thomas Eakins,Realism,portrait,97,27
44245.jpg,Henry William Banks Davis,Romanticism,animal painting,101,3
13018.jpg,Jean Hugo,Surrealism,symbolic painting,109,35
48678.jpg,Georges Papazoff,Surrealism,abstract,109,0
25668.jpg,Candido Portinari,Expressionism,genre painting,30,15
83826.jpg,Arthur Verona,Impressionism,genre painting,41,15
2549.jpg,Horace Pippin,Naïve Art (Primitivism),landscape,64,19
79185.jpg,Luc-Olivier Merson,Symbolism,genre painting,110,15
78337.jpg,Alexandre Jacovleff,Expressionism,genre painting,30,15
26383.jpg,Konstantin Yuon,Impressionism,landscape,41,19
64954.jpg,Pyotr Konchalovsky,Cubism,still life,23,34
8508.jpg,Felix Vallotton ,Realism,still life,97,34
100541.jpg,Winslow Homer,Realism,genre painting,97,15
24201.jpg,Odilon Redon,Symbolism,flower painting,110,14
79211.jpg,Jan Toorop,Impressionism,portrait,41,27
96791.jpg,Peter Paul Rubens,Baroque,religious painting,12,30
10915.jpg,Ohara Koson,Shin-hanga,wildlife painting,103,39
41121.jpg,Jean Helion,Expressionism,genre painting,30,15
60343.jpg,Jules Breton,Realism,genre painting,97,15
75378.jpg,Filipp Malyavin,Art Nouveau (Modern),nude painting (nu),10,24
67860.jpg,Frida Kahlo,Naïve Art (Primitivism),self-portrait,64,31
98526.jpg,Giorgio Morandi,Magic Realism,still life,53,34
89598.jpg,Henry Fuseli,Romanticism,literary painting,101,20
26146.jpg,Raphael Kirchner,Art Nouveau (Modern),design,10,12
16826.jpg,Ilya Repin,Realism,portrait,97,27
17451.jpg,Isaac Levitan,Realism,landscape,97,19
86296.jpg,Ion Theodorescu-Sion,Symbolism,religious painting,110,30
81027.jpg,William Holman Hunt,Romanticism,religious painting,101,30
100755.jpg,Thomas Cole,Romanticism,landscape,101,19
56128.jpg,Howard Pyle,Romanticism,illustration,101,17
36964.jpg,Norman Rockwell,Regionalism,genre painting,98,15
40096.jpg,Gregorio Vardanega,Concretism,abstract,19,0
49877.jpg,Orest Kiprensky,Romanticism,portrait,101,27
47115.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration,10,17
44439.jpg,Horace Pippin,Naïve Art (Primitivism),genre painting,64,15
610.jpg,Qi Baishi,Ink and wash painting,still life,43,34
85561.jpg,John William Waterhouse,Romanticism,genre painting,101,15
7021.jpg,Hieronymus Bosch,Northern Renaissance,religious painting,79,30
90047.jpg,Francesco Solimena,Baroque,religious painting,12,30
11678.jpg,Alexandre Jacovleff,Expressionism,still life,30,34
68283.jpg,Ivan Aivazovsky,Romanticism,landscape,101,19
59738.jpg,Carlo Carra,Post-Impressionism,landscape,89,19
5910.jpg,Maurice de Vlaminck,Post-Impressionism,cityscape,89,10
10095.jpg,Henri Michaux,Art Informel,abstract,9,0
14548.jpg,Mikhail Nesterov,Post-Impressionism,portrait,89,27
37981.jpg,Sabin Balasa,Surrealism,symbolic painting,109,35
58639.jpg,Atanasio Soldati,Concretism,abstract,19,0
26187.jpg,George Morland,Rococo,genre painting,99,15
64870.jpg,Tintoretto,Mannerism (Late Renaissance),self-portrait,54,31
95060.jpg,Hans Holbein the Younger,Northern Renaissance,self-portrait,79,31
89956.jpg,Rosa Bonheur,Realism,genre painting,97,15
89099.jpg,Pietro Perugino,Early Renaissance,portrait,28,27
21685.jpg,Claude Monet,Impressionism,landscape,41,19
53227.jpg,Hilma af Klint,Symbolism,symbolic painting,110,35
37019.jpg,Lyonel Feininger,Cubism,marina,23,21
52172.jpg,Samuel Peploe,Post-Impressionism,landscape,89,19
25798.jpg,Paul Gauguin,Impressionism,landscape,41,19
57443.jpg,Sam Francis,Lyrical Abstraction,abstract,52,0
45020.jpg,George Henry,Impressionism,landscape,41,19
101155.jpg,Giovanni Battista Piranesi,Neoclassicism,sketch and study,73,33
80143.jpg,Thomas Girtin,Romanticism,cityscape,101,10
97517.jpg,Paul Cezanne,Romanticism,landscape,101,19
78853.jpg,Nicolae Vermont,Realism,genre painting,97,15
82883.jpg,Rembrandt,Baroque,religious painting,12,30
8432.jpg,Alfred Sisley,Impressionism,landscape,41,19
54785.jpg,John Constable,Romanticism,landscape,101,19
87209.jpg,Canaletto,Rococo,capriccio,99,8
21596.jpg,Moshe Kupferman,Minimalism,abstract,57,0
54274.jpg,Ivan Shishkin,Realism,landscape,97,19
80913.jpg,Giorgio de Chirico,Metaphysical art,allegorical painting,56,2
40447.jpg,Arkhip Kuindzhi,Realism,landscape,97,19
5065.jpg,Konstantin Yuon,Socialist Realism,genre painting,105,15
34701.jpg,Ito Jakuchu,Ukiyo-e,landscape,121,19
20898.jpg,Boris Kustodiev,Art Nouveau (Modern),design,10,12
74797.jpg,Katsushika Hokusai,Ukiyo-e,landscape,121,19
38684.jpg,Nikolay Bogdanov-Belsky,Impressionism,genre painting,41,15
87913.jpg,Piet Mondrian,Impressionism,landscape,41,19
94162.jpg,Albrecht Durer,Northern Renaissance,religious painting,79,30
94865.jpg,James Ensor,Expressionism,symbolic painting,30,35
54065.jpg,Edouard Manet,Impressionism,genre painting,41,15
91762.jpg,Antoine Pesne,Rococo,portrait,99,27
16717.jpg,Guy Rose,Impressionism,landscape,41,19
63449.jpg,Hans von Aachen,Mannerism (Late Renaissance),allegorical painting,54,2
10884.jpg,Yasuo Kuniyoshi,Expressionism,genre painting,30,15
7408.jpg,Francois Boucher,Rococo,genre painting,99,15
9207.jpg,Ludwig Wilding,Op Art,abstract,81,0
9019.jpg,Paul Mathiopoulos,Art Nouveau (Modern),portrait,10,27
98860.jpg,Cornelis Springer,Romanticism,cityscape,101,10
4734.jpg,Dieter Roth,Neo-Dada,abstract,67,0
2187.jpg,Yamamura Toyonari,Shin-hanga,yakusha-e,103,40
65583.jpg,Paul Peel,Academicism,portrait,2,27
93480.jpg,Caspar David Friedrich,Romanticism,genre painting,101,15
102912.jpg,William Bradford,Romanticism,marina,101,21
10165.jpg,Olga Albizu,Lyrical Abstraction,abstract,52,0
82364.jpg,John Singer Sargent,Neoclassicism,mythological painting,73,23
16526.jpg,Ivan Aivazovsky,Romanticism,self-portrait,101,31
26.jpg,El Greco,Mannerism (Late Renaissance),religious painting,54,30
31214.jpg,Thomas Eakins,Realism,sketch and study,97,33
98978.jpg,Charles M. Russell,Romanticism,genre painting,101,15
32606.jpg,Paolo Veronese,Mannerism (Late Renaissance),allegorical painting,54,2
46152.jpg,George Stefanescu-Ramnic ,Abstract Expressionism,symbolic painting,1,35
102892.jpg,Maria Primachenko,Naïve Art (Primitivism),literary painting,64,20
68068.jpg,Martha Boto,Op Art,abstract,81,0
73974.jpg,Ferdinand Hodler,Symbolism,sketch and study,110,33
56834.jpg,Nasreen Mohamedi,Minimalism,abstract,57,0
101492.jpg,Willem van Genk,Outsider art,cityscape,85,10
44272.jpg,Pietro Longhi,Rococo,religious painting,99,30
60846.jpg,Henri Rousseau,Naïve Art (Primitivism),wildlife painting,64,39
28867.jpg,Conroy Maddox,Surrealism,figurative,109,13
50534.jpg,Henri de Toulouse-Lautrec,Impressionism,portrait,41,27
68383.jpg,Titian,Mannerism (Late Renaissance),portrait,54,27
12133.jpg,Mabuse,Northern Renaissance,portrait,79,27
94013.jpg,Charles Lapicque,Cubism,figurative,23,13
14544.jpg,Theodore Rousseau,Realism,landscape,97,19
54458.jpg,Giovanni Battista Piranesi,Neoclassicism,mythological painting,73,23
84663.jpg,Erte,Art Deco,mythological painting,8,23
94670.jpg,Archibald Thorburn,Naturalism,wildlife painting,63,39
53027.jpg,Arshile Gorky,Surrealism,abstract,109,0
91801.jpg,Tom Roberts,Impressionism,landscape,41,19
89096.jpg,Kateryna Bilokur,Naïve Art (Primitivism),flower painting,64,14
93018.jpg,Pierre-Paul Prud'hon,Neoclassicism,history painting,73,16
55151.jpg,Nicholas Krushenick,Pop Art,abstract,88,0
81045.jpg,Yiannis Moralis,Expressionism,nude painting (nu),30,24
86010.jpg,Caspar David Friedrich,Romanticism,marina,101,21
17086.jpg,Cima da Conegliano,High Renaissance,religious painting,39,30
22379.jpg,Olivier Debre,Lyrical Abstraction,abstract,52,0
38009.jpg,Vladimir Borovikovsky,Rococo,portrait,99,27
80655.jpg,Jose Clemente Orozco,Social Realism,genre painting,104,15
99127.jpg,Benjamin West,Rococo,portrait,99,27
68421.jpg,Odilon Redon,Symbolism,symbolic painting,110,35
56501.jpg,Dumitru Ghiatza,Post-Impressionism,genre painting,89,15
34059.jpg,Eugene Boudin,Impressionism,cityscape,41,10
29242.jpg,Henri Michaux,Expressionism,figurative,30,13
65090.jpg,Marc Chagall,Naïve Art (Primitivism),portrait,64,27
97099.jpg,Thomas Eakins,Realism,illustration,97,17
75594.jpg,Karl Bryullov,Romanticism,landscape,101,19
26751.jpg,Ivan Aivazovsky,Romanticism,landscape,101,19
41034.jpg,Andy Warhol,Pop Art,portrait,88,27
99965.jpg,Vasily Surikov,Realism,religious painting,97,30
75835.jpg,Francesco Solimena,Baroque,religious painting,12,30
30621.jpg,David Roberts,Romanticism,genre painting,101,15
51993.jpg,Edward Wadsworth,Surrealism,landscape,109,19
71982.jpg,Rembrandt,Baroque,landscape,12,19
28739.jpg,Hishida Shunso,Nihonga,animal painting,78,3
31299.jpg,Lucas Cranach the Elder,Northern Renaissance,portrait,79,27
73397.jpg,Moise Kisling,Post-Impressionism,nude painting (nu),89,24
66535.jpg,Paul Gauguin,Cloisonnism,portrait,16,27
39092.jpg,Hakuin Ekaku,Ink and wash painting,genre painting,43,15
100930.jpg,James McNeill Whistler,Symbolism,nude painting (nu),110,24
62668.jpg,Mark Rothko,Color Field Painting,abstract,17,0
62539.jpg,George Bouzianis,Expressionism,self-portrait,30,31
69706.jpg,Edouard Manet,Realism,portrait,97,27
72317.jpg,Gustave Buchet,Cubism,nude painting (nu),23,24
56760.jpg,Julio Galan,Surrealism,portrait,109,27
16437.jpg,Max Pechstein,Post-Impressionism,landscape,89,19
14513.jpg,Francisco Oller,Impressionism,landscape,41,19
67345.jpg,Giovanni Bellini,Early Renaissance,religious painting,28,30
64559.jpg,Boris Kustodiev,Art Nouveau (Modern),design,10,12
24587.jpg,Matthias Stom,Tenebrism,genre painting,116,15
11709.jpg,Henri de Toulouse-Lautrec,Art Nouveau (Modern),genre painting,10,15
48388.jpg,Max Slevogt,Impressionism,portrait,41,27
40271.jpg,Rembrandt,Baroque,portrait,12,27
41387.jpg,Thomas Sully,Romanticism,mythological painting,101,23
76128.jpg,Alfred Stevens,Romanticism,genre painting,101,15
76925.jpg,Boris Kustodiev,Art Nouveau (Modern),illustration,10,17
